item_id,denumire,total_valoare,cantitate,pret_unitar,moneda,validare,sursa,source_value_row,source_qty_row,observatii
MED-0145,Bromhexin 4 Berlin-Chemie sol. orala 4 mg/5 ml 60 ml N1,181.44,8.0,22.68,MDL,OK,Лист3,300,301,
MED-0146,Bromhexin comp.4mg N50 *,75.6,250.0,0.3024,MDL,OK,Лист3,302,303,
MED-0147,Bromhexin comp.8mg N50 *,903.96,4400.0,0.2054,MDL,OK,Лист3,304,305,
MED-0148,"Bromocriptin-Richter comp. 2,5 mg N30",222.24,60.0,3.704,MDL,OK,Лист3,306,307,
MED-0149,Bronchoclean pulb/sol. orala 200mg 3g N10,148.0,50.0,2.96,MDL,OK,Лист3,308,309,
MED-0150,Bronchoclean pulb/sol. orala 600mg 3g N10,2359.8,1140.0,2.07,MDL,OK,Лист3,310,311,
MED-0151,Bupivacaina 0.5%/4ml sol.inj.N5,596.0,40.0,14.9,MDL,OK,Лист3,312,313,
MED-0152,Cap/ sold,99360.0,28.0,3548.5714,MDL,OK,Лист3,314,315,
MED-0153,"Capron chirurgical impletit USP 2/0,fara ac,L-20cm",46440.0,500.0,92.88,MDL,OK,Лист3,316,317,
MED-0154,Captopril comp. 25 mg N10x4,11.23,80.0,0.1404,MDL,OK,Лист3,318,319,
MED-0155,Captopril comp.50mg N30,926.21,3330.0,0.2781,MDL,OK,Лист3,320,321,
MED-0156,Captopril LPH comp. 50 mg N10x3,324.74,1170.0,0.2776,MDL,OK,Лист3,322,323,
MED-0157,Carbamazepin comp. 200 mg N10x5,725.12,990.0,0.7324,MDL,OK,Лист3,324,325,
MED-0158,Carbamazepin comp. 400 mg N100,3016.07,1000.0,3.0161,MDL,OK,Лист3,326,327,
MED-0159,Carbune activ comp.250mg N10 *,498.65,2250.0,0.2216,MDL,OK,Лист3,328,329,
MED-0160,Cartan sol.orala 100mg/ml N10,717.29,70.0,10.247,MDL,OK,Лист3,330,331,
MED-0161,Cateter Foley N14 N1,2746.01,590.0,4.6543,MDL,OK,Лист3,332,333,
MED-0162,Cateter Foley N16 N1,4821.78,1005.0,4.7978,MDL,OK,Лист3,334,335,
MED-0163,Cateter Foley N18 N1,7542.98,467.0,16.152,MDL,OK,Лист3,336,337,
MED-0164,Cateter Foley N20 N1,8104.73,340.0,23.8374,MDL,OK,Лист3,338,339,
MED-0165,Cateter Foley N22 N1,44.96,10.0,4.496,MDL,OK,Лист3,340,341,
MED-0166,Cateter Foley N24 N1,71.31,15.0,4.754,MDL,OK,Лист3,342,343,
MED-0167,Cateter i/v periferic  22G,7417.2,1900.0,3.9038,MDL,OK,Лист3,344,345,
MED-0168,Cateter i/v periferic 20G,3100.92,900.0,3.4455,MDL,OK,Лист3,346,347,
MED-0169,Cateter i/v periferic 26G,7476.0,1400.0,5.34,MDL,OK,Лист3,348,349,
MED-0170,Cateter i/v periferic18G,61.56,20.0,3.078,MDL,OK,Лист3,350,351,
MED-0171,Cateter toracic 18 FR steril,2781.0,50.0,55.62,MDL,OK,Лист3,352,353,
MED-0172,"Cateter toracic Ultracath Novo 16Fg, drept, cu troacar  vîrf ascuțtit",164.16,4.0,41.04,MDL,OK,Лист3,354,355,
MED-0173,"Cateter toracic Ultracath Novo 18Fg, drept, cu troacar  vîrf ascuțtit",181.44,4.0,45.36,MDL,OK,Лист3,356,357,
MED-0174,"Cateter toracic Ultracath Novo 24Fg, drept, cu troacar  vîrf ascuțtit",194.4,4.0,48.6,MDL,OK,Лист3,358,359,
MED-0175,Cateter umbelical N4FR,726.3,50.0,14.526,MDL,OK,Лист3,360,361,
MED-0176,Cateter urinar Nelaton CH 12,72.9,45.0,1.62,MDL,OK,Лист3,362,363,
MED-0177,Cateter urinar Nelaton CH 14,339.49,271.0,1.2527,MDL,OK,Лист3,364,365,
MED-0178,Cateter urinar Nelaton CH 20,137.8,110.0,1.2527,MDL,OK,Лист3,366,367,
MED-0179,Cateter urinar Nelaton CH 22,77.76,45.0,1.728,MDL,OK,Лист3,368,369,
MED-0180,Cateter urologic Nr16 nelaton,63.72,50.0,1.2744,MDL,OK,Лист3,370,371,
MED-0181,Cateter Vasofix G-16 i/v,905.04,100.0,9.0504,MDL,OK,Лист3,372,373,
MED-0182,Catetere de aspiratie a cailor endotraheale superior. Fr10,2711.0,1400.0,1.9364,MDL,OK,Лист3,374,375,
MED-0183,Catetere de aspiratie a cailor endotraheale superior. Fr12,1261.98,570.0,2.214,MDL,OK,Лист3,376,377,
MED-0184,Catetere de aspiratie pt igiena cav.bucale N10,708.91,340.0,2.085,MDL,OK,Лист3,378,379,
MED-0185,Catetere de aspiratie pt igiena cav.bucale N12,232.52,110.0,2.1138,MDL,OK,Лист3,380,381,
MED-0186,Catetere de aspiratie pt igiena cav.bucale N18,363.89,180.0,2.0216,MDL,OK,Лист3,382,383,
MED-0187,Catetere de aspiratie pt igiena cav.bucale N20,33.48,20.0,1.674,MDL,OK,Лист3,384,385,
MED-0188,Catetere i/v perif.cu port si aripi de fixatie G26 N1,5670.0,1000.0,5.67,MDL,OK,Лист3,386,387,
MED-0189,Catetere i/v periferice 22 G N1#,2520.0,600.0,4.2,MDL,OK,Лист3,388,389,
MED-0190,Catetere p/u aspiratie cu supapa CH14 N1,83.24,60.0,1.3873,MDL,OK,Лист3,390,391,
MED-0191,Catetere p/u aspiratie cu supapa cu clapeta CH18 N1,91.6,60.0,1.5267,MDL,OK,Лист3,392,393,
MED-0192,Cavinton Forte comp. 10 mg N15x2,1013.9,420.0,2.414,MDL,OK,Лист3,394,395,
MED-0193,Cefalexin caps 250mgN20,547.16,480.0,1.1399,MDL,OK,Лист3,396,397,
MED-0194,Cefalexin caps 500mgN10,141.82,60.0,2.3637,MDL,OK,Лист3,398,399,
MED-0195,"Cefazolinum pulb./sol. inj. 1 g (i/v, i/m) N10",14328.44,3150.0,4.5487,MDL,OK,Лист3,400,401,
MED-0196,Cefepemium 1000 mg N10,1576.8,100.0,15.768,MDL,OK,Лист3,402,403,
MED-0197,Cefepim clorhidrat pulb/sol.inj.1gr N 10,1385.02,70.0,19.786,MDL,OK,Лист3,404,405,
MED-0198,Cefoperazone 1g  sol.inj N10,1928.18,210.0,9.1818,MDL,OK,Лист3,406,407,
MED-0199,Cefoperazone Sulbactam 1g pulb. sol.inj N10,884.28,40.0,22.107,MDL,OK,Лист3,408,409,
MED-0200,Cefotaxim pulb./sol. inj. 1 g N10,25481.49,4660.0,5.4681,MDL,OK,Лист3,410,411,
MED-0201,Ceftazidim pulb./sol. inj.1.0g N10,26284.86,2830.0,9.2879,MDL,OK,Лист3,412,413,
MED-0202,Ceftriaxon pulb./sol. inj.1.0g N10 *,23593.11,6710.0,3.5161,MDL,OK,Лист3,414,415,
MED-0203,Cefuroxime pulb./sol. inj. 1.5mg N10,83756.66,10830.0,7.7338,MDL,OK,Лист3,416,417,
MED-0204,Cerebrolysin sol. inj. 10 ml N5 *,90621.21,835.0,108.5284,MDL,OK,Лист3,418,419,
MED-0205,Cerebrolysin sol. inj. 5 ml N5 *,10978.51,150.0,73.1901,MDL,OK,Лист3,420,421,
MED-0206,Cervicostat tip PHILADELPHIA,180.0,1.0,180.0,MDL,OK,Лист3,422,423,
MED-0207,Chlorhexidina 0.05% 100ml sol.cutanat N 1,1354.64,74.0,18.3059,MDL,OK,Лист3,424,425,
MED-0208,"Cianocobalamin sol. inj. 0,05% 1 ml N10",202.48,230.0,0.8803,MDL,OK,Лист3,426,427,
MED-0209,Ciment ortopedic cu antibiotic cu colorant,15735.6,20.0,786.78,MDL,OK,Лист3,428,429,
MED-0210,Cinnarizin comp. 25 mg N10x5 *,1280.56,6750.0,0.1897,MDL,OK,Лист3,430,431,
MED-0211,Ciprinol conc./sol. perf. 100 mg/10 ml N5,1964.95,155.0,12.6771,MDL,OK,Лист3,432,433,
MED-0212,Ciprofloxacini comp. 500 mg N10,1593.54,880.0,1.8108,MDL,OK,Лист3,434,435,
MED-0213,Ciston comp.N100,697.75,600.0,1.1629,MDL,OK,Лист3,436,437,
MED-0214,Citocon 250 mg sol.inj 4ml N5 *,32518.05,2290.0,14.2,MDL,OK,Лист3,438,439,
MED-0215,Clarcid comp.500mg N14,745.6,154.0,4.8416,MDL,OK,Лист3,440,441,
MED-0216,Clemastin-BP comp.1mg N20 *,5101.74,2280.0,2.2376,MDL,OK,Лист3,442,443,
MED-0217,Clemastina sol.inj. 0.1% 2ml  N10 *,37718.46,3470.0,10.8699,MDL,OK,Лист3,444,445,
MED-0218,Clonazepam comp. 0.5 mg N30,242.68,300.0,0.8089,MDL,OK,Лист3,446,447,
MED-0219,Clonazepam comp. 2 mg N30,1395.24,1350.0,1.0335,MDL,OK,Лист3,448,449,
MED-0220,Clorhidrat de tiamina sol. inj. 5% 1 ml N10,2245.96,1780.0,1.2618,MDL,OK,Лист3,450,451,
MED-0221,Clorura de calciu 10% 5ml  N5,1447.36,1235.0,1.172,MDL,OK,Лист3,452,453,
MED-0222,Clorura de calciu sol. inj. 500mg/5ml  N5,1141.29,975.0,1.1706,MDL,OK,Лист3,454,455,
MED-0223,Clorura de potasiu 400mg/10ml N5,13655.33,3955.0,3.4527,MDL,OK,Лист3,456,457,
MED-0224,Clorura de sodiu 400ml N1,23059.08,3300.0,6.9876,MDL,OK,Лист3,458,459,
MED-0225,Clorura de sodiu 400ml N1(plastic),12840.52,1881.0,6.8264,MDL,OK,Лист3,460,461,
MED-0226,"Clorura de sodiu sol. ext. 0,9% 500 ml N1*",11491.43,1513.0,7.5951,MDL,OK,Лист3,462,463,
MED-0227,"Clorura de sodiu sol. perf. 0,9% 100 ml N1",1923.5,640.0,3.0055,MDL,OK,Лист3,464,465,
MED-0228,"Clorura de sodiu sol. perf. 0,9% 200 ml N1",32516.08,7211.0,4.5092,MDL,OK,Лист3,466,467,
MED-0229,"Clorura de sodiu sol.inj 0,9 10ml N5",1348.03,1350.0,0.9985,MDL,OK,Лист3,468,469,
MED-0230,"Clorura de sodiu sol.inj 0,9 5ml N5",875.88,1100.0,0.7963,MDL,OK,Лист3,470,471,
MED-0231,Clozapin comp.25mg N60,103.2,240.0,0.43,MDL,OK,Лист3,472,473,
MED-0232,Cocarboxylaza liofilizat sol.inj.50mg/2 ml N10,994.59,95.0,10.4694,MDL,OK,Лист3,474,475,
MED-0233,Cocarnit liof+solv./sol.inj 2ml N3,4785.07,99.0,48.334,MDL,OK,Лист3,476,477,
MED-0234,Coldrex Lemon pulb/susp.orala N10,1069.2,200.0,5.346,MDL,OK,Лист3,478,479,
MED-0235,Combipryl-KV comprimate 10 mg.+5mg N30,243.16,120.0,2.0263,MDL,OK,Лист3,480,481,
MED-0236,Componenta femurala primara cimentata /genunchi,945000.0,90.0,10500.0,MDL,OK,Лист3,482,483,
MED-0237,Componenta tibiala primara cimentata /genunchi,937800.0,90.0,10420.0,MDL,OK,Лист3,484,485,
MED-0238,Componente patelara /genunchi,4650.0,3.0,1550.0,MDL,OK,Лист3,486,487,
MED-0239,Container p/u evacuarea organului 200 ml,467.1,50.0,9.342,MDL,OK,Лист3,488,489,
MED-0240,Containere pt mase fecale,806.4,600.0,1.344,MDL,OK,Лист3,490,491,
MED-0241,Containere pt urina(nesterile),74.45,30.0,2.4817,MDL,OK,Лист3,492,493,
MED-0242,"COOLBOX EMBALLI'ISO 96H S10,N 1",1400.25,1.0,1400.25,MDL,OK,Лист3,494,495,
MED-0243,Cordarone comp.200mg N30,2217.73,1410.0,1.5729,MDL,OK,Лист3,496,497,
MED-0244,Cortexin liof/sol.inj 10mg N10,4048.92,90.0,44.988,MDL,OK,Лист3,498,499,
MED-0245,Cupa/ sold,210160.0,26.0,8083.0769,MDL,OK,Лист3,500,501,
MED-0246,Cuva reniforma masa plastica 25cm,107.89,10.0,10.789,MDL,OK,Лист3,502,503,
MED-0247,Depakine comp. 300 mg N100,1269.37,1000.0,1.2694,MDL,OK,Лист3,504,505,
MED-0248,Deproteinized 40mg/ml 5ml N5,2999.16,100.0,29.9916,MDL,OK,Лист3,506,507,
MED-0249,Dexalgin sachet 25 mg gran/oral sol. N 10,675.96,120.0,5.633,MDL,OK,Лист3,508,509,
MED-0250,Dexametazon-BP sol.inj.4 mg/ml 2ml N10,20822.26,13030.0,1.598,MDL,OK,Лист3,510,511,
MED-0251,Dialin-M susp.orala 200mg/5ml60ml N1,583.54,42.0,13.8938,MDL,OK,Лист3,512,513,
MED-0252,Dialipon sol.perf/3% 20ml N5,3824.84,205.0,18.6578,MDL,OK,Лист3,514,515,
MED-0253,"Diazepam Desitin sol. rect. 10 mg/2,5 ml N5",1822.93,75.0,24.3057,MDL,OK,Лист3,516,517,
MED-0254,"Diazepam Desitin sol. rect. 5 mg/2,5 ml N5",1927.31,90.0,21.4146,MDL,OK,Лист3,518,519,
MED-0255,Diazepeks® comp. 5 mg N10x2,421.35,1560.0,0.2701,MDL,OK,Лист3,520,521,
MED-0256,Diclofenac comp. 50mg N20,476.28,700.0,0.6804,MDL,OK,Лист3,522,523,
MED-0257,Diclofenac sol.inj. 75 mg/3ml N10,4580.06,4710.0,0.9724,MDL,OK,Лист3,524,525,
MED-0258,Dicynon sol.inj.250mg/2ml N50 *,3090.56,800.0,3.8632,MDL,OK,Лист3,526,527,
MED-0259,"Digoxin comp. 0,25 mg N20x2",615.97,3360.0,0.1833,MDL,OK,Лист3,528,529,
MED-0260,"Digoxin sol. inj. 0,25 mg/ml 1 ml N10",1712.15,757.0,2.2618,MDL,OK,Лист3,530,531,
MED-0261,Dimedrol sol. inj. 1% 1 ml N10,2708.64,1830.0,1.4801,MDL,OK,Лист3,532,533,
MED-0262,Dimedrol sol.inj 10mg/1ml N10,6228.76,6860.0,0.908,MDL,OK,Лист3,534,535,
MED-0263,Dipiridamol comp. 25 mg N20x2,436.31,1240.0,0.3519,MDL,OK,Лист3,536,537,
MED-0264,Diprofol emulsie inj/perf.10mg/ml 20ml N5,3525.12,300.0,11.7504,MDL,OK,Лист3,538,539,
MED-0265,Diprofol emulsie inj/perf.10mg/ml 50ml N1,4628.62,112.0,41.327,MDL,OK,Лист3,540,541,
MED-0266,Ditilin sol. inj. 2% 5 ml N10 *,998.7,200.0,4.9935,MDL,OK,Лист3,542,543,
MED-0267,Dopamin-Darnita conc./sol. perf. 4% 5 ml N10,979.42,60.0,16.3237,MDL,OK,Лист3,544,545,
MED-0268,Drotaverina sol.inj 20mg/2ml N50,11966.58,5920.0,2.0214,MDL,OK,Лист3,546,547,
MED-0269,Duovit draj.N40,275.96,160.0,1.7247,MDL,OK,Лист3,548,549,
MED-0270,Duphalac® sirop 667 mg/ml 200 ml N1,4868.69,94.0,51.7946,MDL,OK,Лист3,550,551,
MED-0271,Egiloc comp. 25 mg N60 *,1179.43,3240.0,0.364,MDL,OK,Лист3,552,553,
MED-0272,Egiloc comp. 50 mg N60 *,192.24,360.0,0.534,MDL,OK,Лист3,554,555,
MED-0273,Emplastru4.5x450cm N6,24.2,4.0,6.05,MDL,OK,Лист3,556,557,
MED-0274,Enalapril comp.10mg N30 *,2466.71,6150.0,0.4011,MDL,OK,Лист3,558,559,
MED-0275,Enalapril comp.20mg N30 *,46.65,,,MDL,LIPSESC DATE,Лист3,560,561,
MED-0276,Enalaprilat sol.inj 1.25mg/ml N10,3145.8,540.0,5.8256,MDL,OK,Лист3,562,563,
MED-0277,Enap-H comp.N20,177.87,160.0,1.1117,MDL,OK,Лист3,564,565,
MED-0278,Enterofuryl caps. 100 mg N10x3,1354.93,1590.0,0.8522,MDL,OK,Лист3,566,567,
MED-0279,Enterofuryl susp. orala 200 mg/5 ml 90 ml N1,1371.63,55.0,24.9387,MDL,OK,Лист3,568,569,
MED-0280,Enterofuryl® caps. 200 mg N16,1555.06,992.0,1.5676,MDL,OK,Лист3,570,571,
MED-0281,Enterol 250 pulb/orala 250mg N10,310.42,30.0,10.3473,MDL,OK,Лист3,572,573,
MED-0282,Epitoin 50mg/ml 5ml N5,2151.47,50.0,43.0294,MDL,OK,Лист3,574,575,
MED-0283,Esketamine sol.inj.25mg/ml 2 ml N10,1240.27,10.0,124.027,MDL,OK,Лист3,576,577,
MED-0284,Espumisan L emuls. orala 30 ml N1,680.4,10.0,68.04,MDL,OK,Лист3,578,579,
MED-0285,Espumizan caps.40mg N50,572.94,450.0,1.2732,MDL,OK,Лист3,580,581,
MED-0286,"Etamzilat sol. inj. 12,5% 2 ml N10",2727.98,1000.0,2.728,MDL,OK,Лист3,582,583,
MED-0287,"Eufilin sol. inj. 2,4% 5 ml N10",3943.1,2774.0,1.4214,MDL,OK,Лист3,584,585,
MED-0288,Eurolax 200 ml N1,8115.56,149.0,54.4668,MDL,OK,Лист3,586,587,
MED-0289,Famotidin pulb.20mg+5ml N10,4730.0,220.0,21.5,MDL,OK,Лист3,588,589,
MED-0290,Famotidina  20mg comp.N20,357.2,940.0,0.38,MDL,OK,Лист3,590,591,
MED-0291,Famotidina  40mg comp.N20,172.8,320.0,0.54,MDL,OK,Лист3,592,593,
MED-0292,Famotidina  40mg comp.N30,214.81,390.0,0.5508,MDL,OK,Лист3,594,595,
MED-0293,Famotidina comp. film. 40 mg N10x2,331.18,720.0,0.46,MDL,OK,Лист3,596,597,
MED-0294,"Farmazolin® pic. naz., sol. 0,1% 10 ml N1",65.98,10.0,6.598,MDL,OK,Лист3,598,599,
MED-0295,Fasa de tifon  5 X 10cm N1 ster.,3601.99,1095.0,3.2895,MDL,OK,Лист3,600,601,
MED-0296,Fasa de tifon  7 X 14cm N1 ster.,2086.39,380.0,5.4905,MDL,OK,Лист3,602,603,
MED-0297,Fasa de tifon n/s 5 X 10cm N1,2322.47,641.0,3.6232,MDL,OK,Лист3,604,605,
MED-0298,Fasa de tifon n/s 5 X 10cm N1 *,8634.46,3344.0,2.5821,MDL,OK,Лист3,606,607,
MED-0299,Fasa de tifon n/s 7 X 14cm N1 *,20635.14,4287.0,4.8134,MDL,OK,Лист3,608,609,
MED-0300,Fenobarbital 100mg comp N25,261.43,650.0,0.4022,MDL,OK,Лист3,610,611,
MED-0301,Fenobarbital 100mg comp N50,72.14,200.0,0.3607,MDL,OK,Лист3,612,613,
MED-0302,Fentanil sol.inj.0.05mg/ml2ml N100,611.28,200.0,3.0564,MDL,OK,Лист3,614,615,
MED-0303,Ferrum Lek sol. inj. 100 mg/2 ml N5,203.44,10.0,20.344,MDL,OK,Лист3,616,617,
MED-0304,Ferrum Lek sol. inj. 100 mg/2 ml N5 *,101.72,5.0,20.344,MDL,OK,Лист3,618,619,
MED-0305,Fitomenadion 10 mg/ 1 ml sol. inj. N5 *,73063.58,5030.0,14.5256,MDL,OK,Лист3,620,621,
MED-0306,Fitomenadion 10 mg/ml sol. inj. 10 mg/ml 1 ml N5,2051.46,140.0,14.6533,MDL,OK,Лист3,622,623,
MED-0307,Fixatoare p/u mini(Hand fix)ADULTI,49.94,6.0,8.3233,MDL,OK,Лист3,624,625,
MED-0308,Fixatoare p/u mini(Hand fix)pediatrice,630.0,35.0,18.0,MDL,OK,Лист3,626,627,
MED-0309,Flixotide aeros.125mcg/60doze N1,2123.86,15.0,141.5907,MDL,OK,Лист3,628,629,
MED-0310,Flosteron sol.inj 7mg/1ml N5,427.68,30.0,14.256,MDL,OK,Лист3,630,631,
MED-0311,"Floxadex pic. oft./auric., susp. 3,5 mg + 1 mg/ml 10 ml N1",51.84,1.0,51.84,MDL,OK,Лист3,632,633,
MED-0312,Fluconazol caps. 150 mg N10,5760.72,2700.0,2.1336,MDL,OK,Лист3,634,635,
MED-0313,Fluconazol caps. 50 mg N20,755.94,660.0,1.1454,MDL,OK,Лист3,636,637,
MED-0314,Fluconazol comp.100mg N10,169.02,80.0,2.1128,MDL,OK,Лист3,638,639,
MED-0315,Fluconazol sol.perf 2mg/ml100mlN1 *,522.52,27.0,19.3526,MDL,OK,Лист3,640,641,
MED-0316,Flumarin-Xylo 0.5mg/ml spray nazal N1,115.42,4.0,28.855,MDL,OK,Лист3,642,643,
MED-0317,"Flumarin-Xylo 1,0 mg/ml spray nazal N1",420.77,20.0,21.0385,MDL,OK,Лист3,644,645,
MED-0318,"Fokusin caps. elib. modif. 0,4 mg N10x3",259.2,120.0,2.16,MDL,OK,Лист3,646,647,
MED-0319,"Fraxiparine sol. inj. ser. preump. 5700 UI Axa/0,6 ml N10",370406.29,5398.0,68.6192,MDL,OK,Лист3,648,649,
MED-0320,Fromilid susp.125mg/5ml 60ml N1,176.41,2.0,88.205,MDL,OK,Лист3,650,651,
MED-0321,Funit 100 mg caps.N 4,139.48,40.0,3.487,MDL,OK,Лист3,652,653,
MED-0322,Furagin comp. 50 mg N10x3 *,1501.16,2220.0,0.6762,MDL,OK,Лист3,654,655,
MED-0323,Furosemid comp. 40 mg N10x5,49.07,350.0,0.1402,MDL,OK,Лист3,656,657,
MED-0324,Furosemid fiole 0.1%2ml N10,-8.02,-10.0,0.802,MDL,OK,Лист3,658,659,
MED-0325,Gabagamma 300mg caps.N100,541.86,200.0,2.7093,MDL,OK,Лист3,660,661,
MED-0326,Gabagamma 400mg caps.N100,1153.92,300.0,3.8464,MDL,OK,Лист3,662,663,
MED-0327,Garou hemostatic cu fixator,54.72,8.0,6.84,MDL,OK,Лист3,664,665,
MED-0328,Garou latex,3501.6,245.0,14.2922,MDL,OK,Лист3,666,667,
MED-0329,Gel USG,1244.47,150.0,8.2965,MDL,OK,Лист3,668,669,
MED-0330,Gentamicin 40 mg/2 ml N10,4095.09,9450.0,0.4333,MDL,OK,Лист3,670,671,
MED-0331,Gentamicin sol. inj. 80 mg/2 ml N10,17235.07,2400.0,7.1813,MDL,OK,Лист3,672,673,
MED-0332,Glicerina supoz.(adulti) N12 *,64.8,48.0,1.35,MDL,OK,Лист3,674,675,
MED-0333,Gluconat de calciu 10%10ml N10,745.2,260.0,2.8662,MDL,OK,Лист3,676,677,
MED-0334,Gluconat de calciu sol. inj. 10% 10 ml N5x2,745.2,230.0,3.24,MDL,OK,Лист3,678,679,
MED-0335,Gluconat de calciu sol. inj. 10% 5 ml N5x2,21.85,10.0,2.185,MDL,OK,Лист3,680,681,
MED-0336,Glucoza  sol. perf. 10% 200 ml N1,1018.87,178.0,5.724,MDL,OK,Лист3,682,683,
MED-0337,Glucoza  sol. perf. 10% 250 ml N1,4397.79,792.0,5.5528,MDL,OK,Лист3,684,685,
MED-0338,Glucoza  sol. perf. 10% 500 ml N1,313.65,68.0,4.6125,MDL,OK,Лист3,686,687,
MED-0339,Glucoza  sol. perf. 10% 500 ml N1 *,5582.87,712.0,7.8411,MDL,OK,Лист3,688,689,
MED-0340,Glucoza  sol. perf. 5% 200 ml N1,304.16,66.0,4.6085,MDL,OK,Лист3,690,691,
MED-0341,Glucoza  sol. perf. 5% 500 ml N1,217.6,32.0,6.8,MDL,OK,Лист3,692,693,
MED-0342,Glucoza sol. inj. 40% 10 ml N10,2288.94,740.0,3.0932,MDL,OK,Лист3,694,695,
MED-0343,Grandaxin comp. 50 mg N10x2,2152.35,1220.0,1.7642,MDL,OK,Лист3,696,697,
MED-0344,Halat chirurgical steril ranforsant L,3717.07,157.0,23.6756,MDL,OK,Лист3,698,699,
MED-0345,Halat chirurgical steril ranforsant XXL,3436.77,135.0,25.4576,MDL,OK,Лист3,700,701,
MED-0346,Halat chirurgical steril ranforsat XL,14663.58,600.0,24.4393,MDL,OK,Лист3,702,703,
MED-0347,Haloperidol comp.5mg N50,24.59,50.0,0.4918,MDL,OK,Лист3,704,705,
MED-0348,Halopril forte 5mg comp. N50,122.95,250.0,0.4918,MDL,OK,Лист3,706,707,
MED-0349,Halopril sol.inj 5mg/ml 1ml N10,70.63,20.0,3.5315,MDL,OK,Лист3,708,709,
MED-0350,Hartman sol.perf.500ml N1,220.11,20.0,11.0055,MDL,OK,Лист3,710,711,
MED-0351,Helides caps20mgN28,392.19,336.0,1.1672,MDL,OK,Лист3,712,713,
MED-0352,Heparin sol. inj. 5000 U/ml 5 ml N5,6648.45,205.0,32.4315,MDL,OK,Лист3,714,715,
MED-0353,Heparina sodica 5 IU /ML N10,25865.21,898.0,28.8031,MDL,OK,Лист3,716,717,
MED-0354,Hepasole NEO sol 8%500 ml N1,7548.73,74.0,102.0099,MDL,OK,Лист3,718,719,
MED-0355,Hepaurs caps.150mg N60,1258.74,300.0,4.1958,MDL,OK,Лист3,720,721,
MED-0356,Hepaurs caps.300mgN60,16404.6,4320.0,3.7974,MDL,OK,Лист3,722,723,
MED-0357,Herpebloc crema 5% 15g N1,125.76,5.0,25.152,MDL,OK,Лист3,724,725,
MED-0358,Hidrocarbonat de sodiu sol. perf. 4% 200 ml N1,666.92,25.0,26.6768,MDL,OK,Лист3,726,727,
MED-0359,Hidrocortizon pulb/sol.inj 100mg N1,128.35,6.0,21.3917,MDL,OK,Лист3,728,729,
MED-0360,Hidroreg BP pulb. sol.orala 18.9gr N10,4774.42,510.0,9.3616,MDL,OK,Лист3,730,731,
MED-0361,Hirtie milimetrica 50-56mm#15m,1011.96,90.0,11.244,MDL,OK,Лист3,732,733,
MED-0362,Hirtie milimetrica p/u ECG termosensibila 210mm x 140mm x 150 P,877.18,18.0,48.7322,MDL,OK,Лист3,734,735,
MED-0363,"Hirtie pt ECG,110mm#140mm#200p.tip pilata",1013.04,30.0,33.768,MDL,OK,Лист3,736,737,
MED-0364,"Hirtie pt ECG,210mm#140mm#150p.tip plilata",10331.18,212.0,48.732,MDL,OK,Лист3,738,739,
MED-0365,"Hirtie pt ECG,215mm#280mm#100p.tip pilata",4483.44,60.0,74.724,MDL,OK,Лист3,740,741,
MED-0366,"Hirtie pt ECG,63#30.tip rola",16296.72,880.0,18.519,MDL,OK,Лист3,742,743,
MED-0367,"Hirtie pt ECG,80#30 tip rola",396.72,20.0,19.836,MDL,OK,Лист3,744,745,
MED-0368,Hirtie termica ECG 12 canale rulou 210*30*19,1660.0,20.0,83.0,MDL,OK,Лист3,746,747,
MED-0369,Humulin Regular 100UI/ml-10mlN1,383.2,3.0,127.7333,MDL,OK,Лист3,748,749,
MED-0370,Hydrocortison 10 mg/g 20g ung.,928.31,48.0,19.3398,MDL,OK,Лист3,750,751,
MED-0371,Ibuprofen 400mg N20,33.0,30.0,1.1,MDL,OK,Лист3,752,753,
MED-0372,Ibuprofen comp. film. 200 mg N50 *,27.54,150.0,0.1836,MDL,OK,Лист3,754,755,
MED-0373,Ificipro(ciprofloxacina) sol. perf. 200 mg/100 ml N1,91.75,20.0,4.5875,MDL,OK,Лист3,756,757,
MED-0374,Indapamid comp.2.5 mgN30,581.34,1410.0,0.4123,MDL,OK,Лист3,758,759,
MED-0375,Indapen 2.5mg comp.N30,2643.84,3060.0,0.864,MDL,OK,Лист3,760,761,
MED-0376,Infulgan sol.perf 10mg/100ml N1,941.94,75.0,12.5592,MDL,OK,Лист3,762,763,
MED-0377,Infulgan sol.perf 10mg/20ml N1,341.82,15.0,22.788,MDL,OK,Лист3,764,765,
MED-0378,Ingamist sol.inj100mg/3mlN10,1036.17,150.0,6.9078,MDL,OK,Лист3,766,767,
MED-0379,Inoseda 250mg/5ml 120ml sirop N1,1037.88,15.0,69.192,MDL,OK,Лист3,768,769,
MED-0380,Inoseda 500mg comp.N50,837.67,450.0,1.8615,MDL,OK,Лист3,770,771,
MED-0381,Insert tibial primar mobil /genunchi,378000.0,90.0,4200.0,MDL,OK,Лист3,772,773,
MED-0382,Insert/ sold,92520.0,26.0,3558.4615,MDL,OK,Лист3,774,775,
MED-0383,INTRAOSSEOUS NEEDLE+STABILIZER KIT EZ-IO 15MM 15GA,15365.41,5.0,3073.082,MDL,OK,Лист3,776,777,
MED-0384,INTRAOSSEOUS NEEDLE+STABILIZER KIT EZ-IO 45MM 15GA,15365.41,5.0,3073.082,MDL,OK,Лист3,778,779,
